CODIGO	CLAVE	PRECIO1	PRECIO2	COSTO	ULTIMO_COSTO	DESCRIPCION
01620802	TPVC08040SANN	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC SAN. CEM. DE 080 MM. (3" CED.40)2031329
01620806	TCPVCRD13.5X50FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FG RD 13.5 DE 050 MM. 2031523
01620826	TCPVCRD13.5X25FG	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC FG RD 13.5 DE 025 MM. 2031523
01302370	TSC3/840CH	0.0000	0.0000	37.4283	36.9890	TUBO DE ACERO AL CARBON SIN COSTURA 017.1 X 02.3 MM. (3/8" CED. 40)
01302371	TSC11/240AI304	0.0000	0.0000	0.0000	0.0000	TUBO A/INOX. S/COSTURA T-304 DE 48.3 X 3.6 MM. ( 1 1/2" CED. 40)
01302372	TSC610AI304	0.0000	0.0000	0.0000	0.0000		TUBO A/INOX. S/COSTURA T-304 DE 168.3 X 3.4 MM. ( 6" CED. 10)
01620829	TPVC16ALCS20	0.0000	0.0000	3284.1000	3284.1000	TUBO ALCANTARILLADO SIST. METRICO SERIE 20 C/CAMP. DE 400 MM (16")
01620830	THDPE10RD11	0.0000	0.0000	965.9181	965.9181	TUBO DE HDPE DE 254 MM. RD 11 (10")
01620831	THDPE1/2RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 013 MM. RD 11 (1/2")
01620832	THDPE3/4RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 019 MM. RD 11 (3/4")
01620833	THDPE1RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 025 MM. RD 11 (1")
01620834	THDPE2RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 051 MM. RD 11 (2")
01620835	THDPE21/2RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 064 MM. RD 11 (2 1/2")
01620836	THDPE11/2RD11	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 038 MM. RD 11 (1 1/2")
01620837	TPCS4S35	0.0000	0.0000	0.0000	0.0000	TUBO DE POLIETILENO CORRUGADO DE 102 MM. SANIT. SERIE 35 (4")
01620838	TPVC11/440DWV	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DWV DE 038 MM. ABOC (1 1/4" CED. 40) 2030230
01620839	TPVC140DWV	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DWV DE 025 MM. ABOC (1" CED. 40) 2030230
01302373	TSC580TM	0.0000	0.0000	8233.8725	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 09.5 MM. (5" CED. 80)
01302374	TCC1860	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 457 X 19.05MM. (18" CED.60)
01302375	TMO1.75C18	0.0000	0.0000	0.0000	0.0000	TUBO MOFLE CALIBRE 18 45 MM
01302376	TSC11/280AI304	0.0000	0.0000	742.2980	742.2980	TUBO A/INOX. S/COSTURA T-304 DE 048.3 X 05.1 MM. (1 1/2" CED. 80)
01302377	TSC280AI304	0.0000	0.0000	1025.8829	1025.8829	TUBO A/INOX. S/COSTURA T-304 DE 060.3 X 05.5 MM. (2" CED. 80)
01302378	TSC440AI304	0.0000	0.0000	2176.0625	2176.0625	TUBO A/INOX. S/COSTURA T-304 DE 114.3 X 06.0 MM. (4" CED. 40)
01302379	TSC480AI304	0.0000	0.0000	2881.1319	2881.1319	TUBO A/INOX. S/COSTURA T-304 DE 114.3 X 08.6 MM. (4" CED. 80)
01302380	TSC410AI316	0.0000	0.0000	1765.3965	1765.3965	TUBO A/INOX. S/COSTURA T-316 DE 114.3 X 03.05 MM. (4" CED.10)
01302381	TSC1/280AI316	0.0000	0.0000	334.8943	334.8943	TUBO A/INOX. S/COSTURA T-316 DE 021.3 X 03.7 MM. (1/2" CED 80)
01302382	TSC21/240AI316	0.0000	0.0000	1679.7574	1679.7574	TUBO A/INOX. S/COSTURA T-316 DE 073.0 X 05.2 MM. (21/2" CED 40)
01302383	TCC1020RAROJA	0.0000	0.0000	1487.6900	0.0000	TUBO DE A/C C/C DE 273.1 X 06.3 MM. ROJA RAN. (10" CED. 20)
01620919	TCPVC11/4RD13.5BLZGFE	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 1-1/4" H1350150CO1500 
01620920	TCPVC11/2RD13.5BLZGFE	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 1-1/2" H1350150CO1500 
01620922	TCPVC21/2RD13.5BLZGFE	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC RD 13.5 DE 2-1/2" H1350250CO1500
01620923	TCPVC3RD13.5BLZGFE	0.0000	0.0000	1791.2800	0.0000	TUBO DE CPVC RD 13.5 DE 3" H1350300CO1500 
01620921	TCPVC2RD13.5BLZ15FTE	0.0000	0.0000	838.6600	0.0000	TUBO DE CPVC RD 13.5 DE 2" 15FT H1350200C01500
01302384	TCC1040NRA	0.0000	0.0000	2096.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 10" NEGRO RANURADO CED 40
01121870	TCPVC11/480	0.0000	0.0000	130.1500	130.1500	TUBO CPVC DE 032 MM. (1 1/4" CED.80)
01121869	TCPVC480	0.0000	0.0000	662.0700	662.0700	TUBO CPVC DE 102 MM. (4" CED.80)
01121868	TCPVC680	0.0000	0.0000	1261.9500	1261.9500	TUBO CPVC DE 152 MM. (6" CED.80)
01121867	TCPVC880	0.0000	0.0000	1985.4600	1985.4600	TUBO CPVC DE 203 MM. (8" CED.80)
01121878	CP10F905E	0.0000	0.0000	5813.7602	6837.5894	COPLE PARA TUBO DE HDPE VICTAULIC FIGURA 905 DE 254 MM. (10")
01302385	TCC1040AI304	0.0000	0.0000	0.0000	0.0000	TUBO A/INOX. C/COSTURA T-304 DE 273.1 X 9.27MM. (10" CED. 40)
01302386	TSC3/440CH	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 26.7 X 2.9 MM.( 3/4" CED. 40)
01302388	TSC340AI304	0.0000	0.0000	1470.9563	1470.9563	TUBO A/INOX. S/COSTURA T-304 DE 088.9 X 05.5 MM. (3" CED. 40)
01302389	TSC840AI304	0.0000	0.0000	6699.3480	6699.3480	TUBO A/INOX. S/COSTURA T-304 DE 219.1 X 08.2 MM. (8" CED. 40)
01302390	TSC3/4XXSP9	0.0000	0.0000	1542.3700	1542.3659	TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 07.8 MM.  P9  (3/4" CED. XXS)
01302391	TSC310AI304	0.0000	0.0000	843.0853	843.0853	TUBO A/INOX. S/COSTURA T-304 DE 088.9 X 03.0 MM. (3" CED. 10)
01302392	TCC640UL/FM	0.0000	0.0000	934.8705	934.8705	TUBO DE ACERO AL CARBON CON COSTURA DE 6" CED.40 UL/FM
01302393	TCC840UL/FM	0.0000	0.0000	1321.5145	1321.5145	TUBO DE ACERO AL CARBON CON COSTURA DE 8" CED.40 UL/FM
01302394	TSC610AI304	0.0000	0.0000	1853.0489	1853.0489	TUBO A/INOX. S/COSTURA T-304 DE 168.3 X 03.4 MM. (6" CED 10)
01302395	TSC11/2160P11	0.0000	0.0000	904.6016	904.6016	TUBO DE A/ALEADO SIN COSTURA 048.3 X 07.1 MM. P11 (1 1/2" CED. 160)
01302396	TSC8120P11	0.0000	0.0000	8292.0719	8292.0719	TUBO DE A/ALEADO SIN COSTURA 219.1 X 18.3 MM. P11 (8 CED. 120)
01302397	TCC240TMR	0.0000	0.0000	1398.4200	1398.4200	TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 2" DE DIAMETRO ROSCADO 
01628578	TPVC240CEM	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC 2" CED-40 CEM IPS
01628579	TPVC340CEM	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC 3" CED-40 CEM IPS
01302398	TSC8160	0.0000	0.0000	0.0000	0.0000	TUBO A/CARBON SIN COSTURA DE 8" C-160
01302399	TSC11/480GL	0.0000	0.0000	254.9288	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 042.2 X 04.9 MM. GALV. LISO ( 1 1/4" CED. 80 
01302400	TSC240AI304	0.0000	0.0000	644.8869	644.8869	TUBO A/INOX. S/COSTURA T-304 DE 060.3 X 03.9 MM. (2" CED. 40)
01302401	TSC11/480GR	0.0000	0.0000	293.1690	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 042.2 X 04.9 MM GALV.ROSC. ( 1 1/4" CED. 80 )
01302402	TSC1280TMDOBLE	0.0000	0.0000	65521.0950	0.0000	TRAMO DOBLE DE TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 17.5 MM. (12" CED. 80)
01302403	TSC21/280TM1	0.0000	0.0000	2084.7712	2084.7712	TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR.B DE 2 1/2" DE DIAMETRO CED. 80
01302404	TSC380AI304	0.0000	0.0000	1805.3421	1805.3421	TUBO DE ACERO INOXIDABLE SIN COSTURA ASTM A312 TP304 DE 3" CED.80
01302405	TSC2160AI304	0.0000	0.0000	2061.2075	2061.2075	TUBO A/INOX. S/COSTURA T-304 DE 060.3 X 08.8 MM. (2" CED. 160)
01302406	TSC640AI304	0.0000	0.0000	3901.0539	3901.0539	TUBO A/INOX. S/COSTURA T-304 DE 168.3 X 07.1 MM. (6" CED. 40)
01302407	TCC240RAROJA	0.0000	0.0000	216.3900	0.0000	TUBO DE ACERO AL CARBON CON COSTURA RANURADA DE 060.3 X 03.9MM. ( 2" CED 40 ) PINTADA DE ROJO 
01302408	TCC440ROJA	0.0000	0.0000	419.7000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM ROJA RANURADA ( 4" CED 40 )
01302409	TCC440RAROJA	0.0000	0.0000	509.6300	0.0000	TUBO DE ACERO AL CARBON CON COSTURA RANURADA DE 114.3 X 06.0MM. ( 4" CED 40 ) PINTADA DE ROJO 
01302410	TCC640ROJA	0.0000	0.0000	853.2620	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM ROJA RANURADA ( 6" CED 40 )
01302411	TCC11/210RJARA	0.0000	0.0000	187.4020	134.3343	TUBO DE A/C C/C DE 048.3 X 02.8 MM. ROJA RAN. (1 1/2" CED. 10)
01302412	TCC21/210RAROJA	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 073.3 X 03.0 MM. ROJA RANURADA ( 2 1/2" CED 10 )
01302413	TCC310RAROJA	0.0000	0.0000	265.6790	288.0297	TUBO DE A/C C/C DE 088.9 X 03.0 MM. ROJA RANURADA ( 3" CED 10 )
01302414	TCC410RAROJA	0.0000	0.0000	364.6091	259.8507	TUBO DE A/C C/C DE 114.3 X 03.0 MM. ROJA RANURADA ( 4" CED 10 )
01302415	TCC610RAROJA	0.0000	0.0000	572.9056	774.3505	TUBO DE A/C C/C DE 168.3 X 03.0 MM. ROJA RANURADA ( 6" CED 10 )
01628593	TCPVC480	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC DE 102 MM.  (4" CED. 80)
01302416	TCC11/240GL	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON C/C GALV.LISO DE48.3 X 3.7 MM.    ( 1 1/2" CED. 40 )
01628595	TCPVC1080	0.0000	0.0000	0.0000	0.0000	TUBO DE CPVC   (10" CED. 80)
01302417	TCC240RA	0.0000	0.0000	206.5970	206.5970	TUBO DE ACERO AL CARBON CON COSTURA RANURADA DE 060.3 X 03..9MM. ( 2" CED 40 ) 
01302418	TCC11/240RAROJA	0.0000	0.0000	161.5143	166.3259	TUBO DE ACERO AL CARBON CON COSTURA ROJA RANURADA DE 048.3 X03.7 MM. ( 1 1/2" CED 40 )
01302419	TCC140RAROJA	0.0000	0.0000	134.0070	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJA RANURADA DE 033.4 X03.4 MM. ( 1" CED 40 )
01302420	TSC410AI304	0.0000	0.0000	0.0000	0.0000	TUBO A/INOX. S/COSTURA T-304 DE 114.3 MM. (4" CED.10)
01628607	TPVC12C900	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DR14 C900 CEL CE UL/FM 305MM (12")
01628637	TPVC6X8C7HID	0.0000	0.0000	0.0000	0.0000	
TUBO PVC HID CLASE 7 C/CAMP DE 6M X 8" 
01628638	TPVC6X10C7HID	0.0000	0.0000	0.0000	0.0000	TUBO PVC HID CLASE 7 C/CAMP DE 6M X 10" 
01628640	TPVC8C900	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC C900 CLASE 200 RD 14 FM  8"
01628641	TPVC10C900	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC C900 CLASE 200 RD 14 FM 10"
01302423	TCC440ULFM	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 114.3X 06.0 MM. (4 CED. 40) UL/FM
01302424	TSC8140E	0.0000	0.0000	4987.8753	4987.8753	TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 20.6 MM. (8" CED 140)
01302425	TSC10140	0.0000	0.0000	9759.8250	9759.8250	TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 25.4 MM. (10" CED 140)
01302426	TSC16140	0.0000	0.0000	23629.0500	23629.0500	TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 36.5 MM. (16" CED 140)
01510840	ONE8HD	0.0000	0.0000	0.0000	0.0000	ONE LOK SLDE P/TUBO HD SIGMA  8"
01510841	ONE6HD	0.0000	0.0000	0.0000	0.0000	ONE LOK SLDE P/TUBO HD SIGMA  6"
01302427	TCC1010RRA	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 04.19 MM ROJA RAN. (10" CED. 10) UL/FM
01510842	MRA2A12CG1100	0.0000	0.0000	0.0000	0.0000	MAQUINA RANURADORA CG1100 PARA TUBO DE 2 A 12"
01628643	TPCV45MM	0.0000	0.0000	0.0000	0.0000	TUBO PVC 45MM TELEFONICA GRIS ABOCINADO
01302428	TCC30X.1000	0.0000	0.0000	26332.9500	26332.9500	TUBO DE ACERO CON COSTURA LONG. DE 30" X .1000" API 5L GR B PSL1 
01302429	TCC11/210AI304	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO INOXIDABLE T-304 C/COSTURA DE 11/2" CED. 10
01302430	TCC21/210RJARA	0.0000	0.0000	169.2377	204.5078	TUBO DE A/C C/C DE 073.0 X 03.0 MM. ROJA RAN. (2 1/2 CED. 10)
01628647	THDPE6RD11FM	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 152 MM. RD 11 (6") FM
01628648	THDPE2RD11FM	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 051 MM. RD 11 (2") FM
01628649	THDPE6RD11AZUL	0.0000	0.0000	235.5400	235.5382	TUBO DE HDPE DE 152 MM. RD 11 (6" AZUL) 
01628650	THDPE4RD11LAZUL	0.0000	0.0000	108.9200	108.9200	TUBO DE HDPE DE 102 MM. RD 11 (4" AZUL)
01628651	THDPE3RD11AZUL	0.0000	0.0000	75.7300	75.7300	TUBO DE HDPE DE 076 MM. RD 11 (3" AZUL) 
01628652	THDPE2RD11AZUL	0.0000	0.0000	31.3300	31.3300	TUBO DE HDPE DE 051 MM. RD 11 (2" AZUL)
01628653	THDPE3RD11LVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 076 MM. RD 11 (3") LINEA VERDE
01628654	THDPE2RD11LVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 051 MM. RD 11 (2") LINEA VERDE
01628655	THDPE11/2RD11LVERDE	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 038MM. RD 11 (1 1/2") LINEA VERDE
01628656	THDPE3RD11LAMARILLA	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 076 MM. RD 11 (3") LINEA AMARILLA
01628657	THDPE3/4RD11LAMARILLA	0.0000	0.0000	0.0000	0.0000	TUBO DE HDPE DE 019MM. RD 11 (3/4") LINEA AMARILLA
01302431	TCC210RJARA	0.0000	0.0000	182.3016	197.1257	TUBO DE A/C C/C DE 060.3 X 02.8 MM. ROJA RAN. (2" CED. 10)
01302432	TCC1020RAROJOBER	0.0000	0.0000	1425.0000	1425.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 06.3 MM. RANURADO ROJO BERMELLON (  10" CED. 20 )
01302433	TCC810RAROJOBER	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 03.8 MM. RANURADO ROJO BERMELLON (  8" CED. 10 )
01302434	TCC610RAROJOBER	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 3.4 MM. RANURADO ROJO BERMELLON (  6" CED. 10 )
01302435	TCC11/440ULFMROJOBER	0.0000	0.0000	150.9153	152.8770	TUBO DE ACERO AL CARBON CON COSTURA UL/FM ROJO BERMELLON DE 42.2 X 3.6 MM.  ( 1 1/4" CED. 40 )
01302436	TCC240ULFMROJOBER	0.0000	0.0000	228.3170	228.3170	TUBO DE ACERO AL CARBON CON COSTURA UL/FM ROJO BERMELLON DE 60.3 X 3.9 MM.  ( 2" CED. 40 )
01302437	THD8350	0.0000	0.0000	0.0000	0.0000	TUBO DE HIERRO DUCTIL AWWA DE 8" CLASE 350 	
01302438	TSC11/480AI316TM	0.0000	0.0000	5827.3385	5704.5863	COD. ART. R82340002 TUBO A/INOX. S/COSTURA T-316 DE 42.2 X 4.9 MM. (1 1/4" CED. 80)
01302439	TSC1/240CHTM	0.0000	0.0000	464.3860	0.0000	COD. ART. R01040001 TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 02.8 MM. (1/2" CED. 40)
01302440	TCC30X1.250	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 762 MM X 1.250" ( 30" )
01628662	T680PVC	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DE 6" CED. 80
01302441	TC1L	0.0000	0.0000	0.0000	0.0000	TUBO DE COBRE  DE 025 MM. TIPO L (1")
01510872	REST12C900	0.0000	0.0000	0.0000	0.0000	RESTRICTOR PARA TUBO PVC C900 CON TUBO PVC C900 UL/FM DE 12"
01123833	ADAP30150B	0.0000	0.0000	0.0000	0.0000	ADAPTADOR BRIDADO ACERO 30" X 1200mm  150 LBS, /COPLE DE TUBO 30"
01123834	ADAP48150B	0.0000	0.0000	0.0000	0.0000	ADAPTADOR BRIDADO ACERO 48" X 1200mm 150 LBS./ ACOPLE DE TUBO 48"
01628694	TPVC6C900ULFM	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC DR14 C900 CEL CE UL/FM 150MM ( 6")
01302444	TCC410RAROJA	0.0000	0.0000	352.1570	0.0000	TUBO DE A/C C/C DE 114.3 X 03.0 MM. ROJA RANURADA ( 4" CED 10 )
01302445	TCC610RAROJA	0.0000	0.0000	765.1603	0.0000	TUBO DE A/C C/C DE 168.3 X 03.0 MM. ROJA RANURADA ( 6" CED 10)
01302446	TCC140RAROJA	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJA RANURADA DE 033.4 X03.4 MM. ( 1" CED 40 )
01302447	TCC11/240RAROJA	0.0000	0.0000	0.0000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJA RANURADA DE 048.3 X03.7 MM. ( 1 1/2" CED 40 )
01302448	TCC240RANROJO	0.0000	0.0000	220.9471	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJO BERM UL/FM DE 60.3 X 3.9 MM.( 2" CED. 40 )
01302449	TCC21/210RJARA	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 073.0 X 03.0 MM. ROJA RAN. (2 1/2 CED. 10)
01510912	JDR60E38	0.0000	0.0000	55500.0000	55500.0000	JUNTA DRESSER ESTILO 38 PARA TUBO DE 60"
01628719	T160PP-H	0.0000	0.0000	0.0000	0.0000	TUBO PP-H GRIS SDR11 D160 X14.6 X 5000MM
01628720	T63PP-H	0.0000	0.0000	0.0000	0.0000	TUBO PP-H GRIS SDR11 D63 X5.8 X 5000MM
01628725	T90PP-H	0.0000	0.0000	0.0000	0.0000	TUBO PP-H GRIS SDR11 D90 X8.2 X 5000MM
01302450	TCC1010	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 273.1 X 04.19 MM. (10 CED. 10) UL FM
01302451	TCC1010RA	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 273.1 X 04.70 MM. ROJA RAN. (10 CED. 10)
01302452	TCC11/440RJOR	0.0000	0.0000	134.3726	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 3.6 MM ROJO ROSC. (1 1/4" CED-40)
01302454	TCC840RJARAN	0.0000	0.0000	1493.3875	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. ROJA RAN. (8" CED. 40) 
01302455	TCC840RAN	0.0000	0.0000	1301.6800	1301.6800	TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. RAN. (8" CED. 40) 
01302456	TCC110RA	0.0000	0.0000	74.6704	74.3531	TUBO DE A/C C/C DE 033.4 X 02.7 MM. RAN. (1" CED. 10)
01302457	TCC3/410AI304	0.0000	0.0000	112.3764	112.3764	TUBO A/INOX. C/COSTURA T-304 DE 026.7 X 02.1 MM. (3/4" CED 10)
01628775	TALPVC10	0.0000	0.0000	0.0000	0.0000	TUBO ALCANTARILLADO PVC SERIE 25 250 MM (10")
01628776	TALPVC12	0.0000	0.0000	0.0000	0.0000	TUBO ALCANTARILLADO PVC SERIE 25 315 MM (12")
01302458	TSC21/210AI304	0.0000	0.0000	521.6015	521.6015	TUBO A/INOX. S/COSTURA T-304 DE 073.0 X 03.5 MM. (2 1/2" CED. 10)
01302459	TSC410AI304	0.0000	0.0000	1071.8399	1071.8399	TUBO A/INOX. S/COSTURA T-304 DE 114.3 X 03.1 MM. (4" CED. 10)
01302460	TCC140ROJA	0.0000	0.0000	119.8506	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM ROJA  ( 1" CED. 40 )
01628778	TPVC6X4C7HID	0.0000	0.0000	0.0000	0.0000	TUBO PVC HID. CLASE 7 C/CAMP DE 6M X4" 
01302462	T2FOFO	0.0000	0.0000	0.0000	0.0000	TUBO 2" FO. FO. TEP
01302463	T4FOFO	0.0000	0.0000	0.0000	0.0000	TUBO 4" FO. FO. TEP
01302464	TCC11/240ROJA	0.0000	0.0000	165.1000	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJO BERM UL/FM DE 048.3 X 03.7 MM. ( 1 1/2" CED 40 )
01302465	TCC140ROJA	0.0000	0.0000	102.2600	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJO BERM UL/FM DE 033.4 X 03.4 MM. ( 1" CED 40 )
01302466	TCC21/240GLTM	0.0000	0.0000	2761.1510	0.0000	TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM GALV. LISO 21/2"  EN CED.40
01302467	TCC140ROJAL	0.0000	0.0000	102.2600	0.0000	TUBO DE ACERO AL CARBON CON COSTURA ROJA LISA DE 033.4 X03.4 MM. ( 1" CED 40 )
01302468	TSC1430TM	0.0000	0.0000	41139.7032	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 09.6 MM. (14" CED. 30)
01302469	THDPE1RD9AZUL	0.0000	0.0000	16.2146	16.2146	TUBO DE HDPE DE 025 MM. RD 9 4710 (1''  AZUL)
01302470	THDPE11/2RD9AZUL	0.0000	0.0000	33.9653	33.9653	TUBO DE HDPE DE 038 MM. RD 9 4710 (1 1/2''  AZUL)
01302471	TSC11/480CHTM	0.0000	0.0000	1145.8170	1162.8179	COD. ART. R03070003 TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 04.9 MM. (1 1/4" CED. 80)
01302472	TSC880AI304	0.0000	0.0000	11275.8470	11275.8470	TUBO DE ACERO INOXIDABLE SIN COSTURA ASTM A312 TP304L (8" CED 80)
01302473	TCC310LTM	0.0000	0.0000	1112.1178	1110.2500	TUBO DE A/C C/C DE 088.9 X 03.0 MM. LISO NEGRO UL/FM(3" CED 10")
01302474	TCC410LTM	0.0000	0.0000	1450.6513	1450.6513	TUBO DE A/C C/C DE 102 X 03.0 MM. LISO NEGRO UL/FM(4" CED 10)
01302475	TCC11/410RJARA	0.0000	0.0000	133.8325	119.0609	TUBO DE A/C C/C DE 042.2 X 02.8 MM. ROJA RAN. (1 1/4" CED. 10)
01302476	TCC410RANROJO	0.0000	0.0000	349.7260	0.0000	TUBO DE A/C C/C DE 114.3 X 03.0MM RANURADO ROJO BERMELLON ( 4" CED. 10)
01628824	TPVC2SANIT	0.0000	0.0000	0.0000	0.0000	TUBO DE PVC  DE 52 MM. SANIT. (2")
01628831	THDPE6RD13.5	0.0000	0.0000	0.0000	0.0000	TUBO DE POLIETILENO A.D. RD-17 DE 152 MM HDPE (6")
01302477	TCC210RJARATM	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 060.3 X 02.8 MM. ROJA RAN. (2" CED. 10)
01302478	TCC21/210RJARATM	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 073.0 X 03.0 MM. ROJA RAN. (2 1/2 CED. 10)
01302479	TCC310RJARATMLYP	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 088.9 X 03.0 MM. ROJA RAN. (3 CED. 10)
01302480	TCC410RJARATMLYP	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 114.3 X 03.0 MM. ROJA RAN. (4" CED. 10)
01628833	TPVC1080	0.0000	0.0000	0.0000	0.0000	TUBO 10" PVC CED 80
01628834	TPVC680	0.0000	0.0000	0.0000	0.0000	TUBO 6" PVC CED 80
01628835	TPVC21/280	0.0000	0.0000	0.0000	0.0000	TUBO 2 1/2" PVC CED 80
01628836	TPVC380	0.0000	0.0000	0.0000	0.0000	TUBO 3" PVC CED 80
01302481	TCC3/480TMK	0.0000	0.0000	598.7821	0.0000	COD. ART. R03050003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 Gr. A DE 3/4" DE DIAMETRO
01302482	TCC310E	0.0000	0.0000	0.0000	0.0000	TUBO DE A/C C/C DE 088.9 X 03.0 MM. LISO (3" CED. 10)
01628858	T1/2LVERDEROS	0.0000	0.0000	0.0000	0.0000	TUBO PP LINEA VERDE ROSCADO MAX  DE 1/2" 
01302483	TSC1/240ROSBER	0.0000	0.0000	114.4600	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 021.3 X 02.8 MM ROSCADO Y PINTADO ROJO BERMELLON (1/2" CED-40)
01302484	TSC3/440ROSBER	0.0000	0.0000	140.7800	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 026.7 X 02.9 MM ROSCADO Y PINTADO ROJO BERMELLON (3/4" CED-40)
01302485	TSC140ROSBER	0.0000	0.0000	148.2500	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 033.4 X 03.4 MM ROSCADO Y PINTADO ROJO BERMELLON (1" CED-40)
01302486	TSC11/440ROSBER	0.0000	0.0000	171.7000	0.0000	TUBO DE ACERO AL CARBON SIN COSTURA DE 042.2 X 03.6 MM ROSCADO Y PINTADO ROJO BERMELLON (1 1/4" CED-40)
